Seguidores,Seguidos
801,2219
370528,295
1108,1933
76,241
340,141
404,350
17,156
1313,3468
1418,3762
17811,2633
1332,1054
927,253
31,275
3092,1361
79,533
1212,877
162,79
190,577
562,810
512,267
17352,558
573,1916
2628,1031
344,230
927,253
242,858
8389,5045
4978,873
4263,2006
3873,346
1864,1588
12173,556
19685,2171
3459,827
1265,704
94,88
304,1030
210,928
7941,892
2062,2062
3671,369
2,8
3530,2066
1459,509
569,2521
421,413
132,138
553,2106
20693,7425
1,4
3801,3962
65,115
65,115
65,115
8819,2755
1335,1668
928,678
531,866
6589,1691
47,58
1038,2458
687,386
19,21
1455,852
4370,2541
4609,4907
832,1729
3599,939
5375,269
2951,280
9362,126
20,155
837,725
384,568
299,146
1115,538
352,1136
42,84
2951,280
1098,1387
319,534
119,203
63,67
579,1242
172,900
1124,534
229,225
626,795
360,401
358,517
1242,4610
321,318
8386,5045
3105,1736
347,137
1948,40
5723,701
2360,3649
5383,1970
11858,5732
1906,4104
169,195
390,688
5664,1408
4548,321
14,59
8386,5045
20,105
215002,1406
903,155
277,69
1901,334
901,1256
711,943
2360,3649
449,281
821,460
207,284
7141,581
1212,1309
620,1157
923,689
7886,4500
176,37
9483,332
291,22
232,26
12197,930
1291,160
196,26
312,1426
95,79
125,131
3428,870
3428,870
85,206
384,568
1906,685
478,703
384,568
2542,3422
867,807
1341,1254
377,100
21,41
215,419
226,527
3514,1520
51,424
236,814
2803,291
931,1565
931,1565
11243,227
1577,4107
14303,13675
1081,805
941,337
720,288
7,82
23,80
567,1107
137,761
974,816
1027,118
5049,317
58,123
2424,1151
28734,18643
1708,1523
44,646
1423,248
914,877
73453,602
4304,1294
7143,6337
237,511
148,306
2524,446
9,110
23,80
1163,946
1467,562
121,1046
5446,1166
604,697
53,235
53,235
805,903
16941,3445
1147,226
614,1112
182,369
3665,4455
968,684
3705,274
9321,2461
8,42
3056,2062
30824,6508
296,333
296,333
1078,1984
156,411
2648,406
11665,5316
30824,6508
311,472
1463,372
9359,126
946,4832
93297,22669
2360,3648
84,593
4450,2636
464,672
432,250
451,1239
7781,6710
112,371
326,614
38,97
942,2114
1877,741
2063,1935
2898,23
612,653
2297,769
11665,5316
5189,2067
1124,60
1739,2021
1333,271
978,32
11737,5160
449,720
345,1568
2534,251
592,1790
2749,10
589,266
46,150
48,80
1470,1096
3038,166
247,448
921,732
306,168
1050,1233
4,15
221,976
953,1019
5723,700
611,650
5723,700
291,375
5277,1202
5277,1202
573,564
953,1019
612,532
1640,1399
1640,1399
1215,1122
1056,1891
124,54
136,132
5723,700
2248,559
648,936
711,1970
628,1086
1640,1399
55,155
16941,3445
187,327
5723,700
2014,983
914,423
33619,10887
6452,940
25464,6554
336,1045
344,1525
10144,1954
8558,4519
7789,128
27350,812
1146,1022
1146,1022
2852,2956
404,401
3664,4454
1701,1709
1788,2496
3134,646
3862,346
990,1223
806,351
2454,925
294,340
11059,887
9761,8652
1079,732
878,1243
268,152
17852,2203
1644,2139
7143,6337
11982,655
7838,3697
8824,5516
10144,1954
1323,1468
1913,1799
990,1223
14617,326
1323,1468
1323,1468
3219,343
1777,2166
721,999
948,412
6589,1691
42,121
703,614
515,512
824,609
33978,4031
1007,2831
761,472
761,472
2669,1414
2669,1414
817,1384
1028,916
28737,18643
173,230
467,1288
34,81
3663,4453
651,513
1791,74
10144,1954
28737,18643
616,836
2314,813
35901,2307
46524,588
126,109
6387,1863
5037,2192
3405,379
289,162
1602,240
460,335
138134,953
565,333
5,20
256,173
1675,618
1675,618
10088,6685
351,317
658,553
531,866
1445,482
184,298
10172,3566
2684,1598
10144,1954
16940,3445
3088,1361
401,449
4261,2850
28737,18643
616,836
5723,700
3373,3384
3373,3384
9819,236
361,794
5723,700
1186,687
15077,7197
3088,1361
1274,570
7142,6337
7142,6337
167,440
74535,919
1730,2489
1612,1480
114969,1504
57,123
1643,320
1246,2209
17,41
1010,694
351,165
43,165
1013,473
116,1000
5630,5956
86,77
395,458
285,23
836,994
95,175
3024,2195
132,54
531,866
173,388
10144,1954
10144,1954
95,457
33977,4031
71749,60
2087,1284
1186,687
2783,1101
214,210
59183,23619
106,285
833,1770
190508,1615
75,178
20,102
126,309
948,1234
5190,959
806,695
826,809
3066,2751
568,1589
2748,10
838,768
703,631
703,631
6661,412
5849,6351
155,130
735,812
1426,881
5673,1993
26,74
1811,836
472,332
10,138
75,178
5658,1408
1724,1724
305,815
5673,1993
3757,4996
155,130
19174,3209
537,496
5673,1993
531,866
119,181
4230,4992
4472,3112
1186,2830
1186,2830
3809,845
283,510
2545,4014
50,130
2240,1248
568,1589
86,94
214,300
478,709
2758,841
29,75
831,811
466,1481
252,382
3105,2080
817,1384
15250,9468
524,535
1992,826
10308,225
345,160
10172,3566
505,2363
838,881
1640,1399
70,155
623,505
3495,268
1770,280
6563,61
130,369
1560,1188
140,93
595,226
417,442
377,936
195,274
1338,354
2307,704
780,220
7783,6710
334,513
5276,1202
470,777
666,284
740,415
3839,346
340,2823
170,530
114971,1504
40615,1382
174,123
1081,805
11974,654
4410,544
4313,5001
4313,5001
90,240
4284,1834
4284,1834
780,220
2265,1860
2265,1860
74535,919
2898,1538
387,743
2898,1538
3834,346
27347,812
3231,3059
1285,348
1123,228
18672,2854
2715,757
225,206
1290,1558
11873,5908
1290,1558
1290,1558
936,839
1432,570
812,222
3063,1658
36,75
57,189
377,118
281,1339
1651,1979
7691,4923
50,85
786,370
120,122
31,94
890,865
2,31
32225,2157
1465,972
154,233
974,351
1273,570
875,1855
1433,193
362,859
5055,3284
3575,167
1433,193
178813,251
2983,458
617,757
2290,3303
1253,1119
21707,423
122,925
29,28
15,92
2359,3648
5468,4412
338,300
866,1165
17349,558
7691,848
833,1770
762,472
368,659
412,505
3378,273
337,173
15667,6905
774,472
731,617
473,550
3834,346
254,490
13314,1051
1186,686
1812,836
117,255
1971,1300
114973,1504
100,142
159,381
620,590
241,1751
27347,812
1399,1759
323,355
2586,511
1815,1203
1815,1203
8914,3020
44700,494
403,1432
915,423
403,1432
126,577
3156,305
337,541
16942,3445
403,301
512,450
731,617
4313,5001
2044,2251
601,1232
1462,1040
3069,904
703,631
4284,1834
3830,346
1362,337
3830,346
546,924
27347,812
705,423
244,1581
78,623
2302,1392
27347,812
321,707
749,285
2058,2730
2058,2730
2058,2730
2058,2730
3435,1219
2058,2730
445,756
1343,519
876,233
876,233
760,295
236,814
4596,682
27,64
1578,1232
31,94
995,870
218,187
500,119
91,166
353,314
1783,2333
31,94
4438,482
819,1201
193,658
292,100
299,212
1396,2442
467,337
215,416
215,416
1758,657
8824,5517
949,2350
3302,4992
96579,3540
178,348
28737,18642
499,363
39432,888
27347,812
178,348
3087,1361
87,195
329,73
2614,776
28737,18642
523,1172
1614,3936
4452,2636
108,217
38,103
38,42
9498,2516
778,924
48636,805
411,430
384,557
459,419
534,365
99,161
91,84
40617,1382
21705,423
369,1100
2869,1875
229,44
229,44
2531,769
10246,897
1743,3244
17304,650
651,167
1222,1051
343,99
314,779
33,137
3818,346
33,133
378,336
862,592
2332,352
3018,1383
7787,4021
370,817
2714,3394
174,230
174,230
85,346
155,596
18,25
628,267
670,249
326,78
113,625
5039,2964
591,430
810,684
979,488
642,677
324,356
324,356
4975,117
29765,8296
7527,1354
28736,18642
275,1652
50,203
3566,5000
101,224
76,132
308,171
581,906
1794,1723
3638,1878
3638,1878
219,1104
5375,648
491,191
468,576
2380,5001
87,210
419,1414
160,268
2852,1815
768,513
147,792
293,603
53,1204
139,191
988,1644
988,1644
146,297
17,46
2935,1010
766,305
38,37
776,2046
1178,3422
6306,2950
465,356
120,336
490,249
4060,4388
11,5
965,918
102,127
1979,1898
3581,3225
758,1592
400,331
10143,1955
344,1459
3566,5000
19,23
1588,206
255,5
255,5
617,1052
488,1154
457,686
636,274
356,1424
9,77
32,102
68,241
5502,3272
29767,8297
98,1594
67,277
64,101
1053,351
17,156
1090,1088
1090,1088
1090,1088
55946,14179
295,672
97,1594
12,122
28735,18643
1830,1312
150,80
28735,18643
395,369
15360,418
3573,1388
67,76
1438,1204
7839,3697
31,160
1401,857
61988,2181
2776,3265
1921,328
1244,900
1244,900
387,294
387,294
1401,857
1799,1636
3402,379
85,373
488,138
803,2269
1137,551
1161,1472
111,170
954,2715
68,241
4838,407
1034,2455
19,158
9351,126
9351,126
70831,3120
771,540
1232,935
166,715
1939,2970
375,707
15382,961
3401,379
421,1146
421,1146
212,42
421,1146
158,94
44,646
1100,2158
675,4429
2831,1014
18,115
158,94
1688,2559
649,977
625,1067
1220,3980
4543,321
862,592
635,155
94,259
384,832
404,413
82,158
139,542
1510,394
98,513
9001,1403
7849,5536
1858,1752
824,638
130,158
1683,737
1864,1736
139,542
1033,702
2262,2627
262,2052
113,848
30,166
500,669
139,542
17,57
1206,1947
616,622
1206,1947
1206,1947
11056,887
1161,555
167,522
151,483
422,289
10916,357
346,525
184,874
5382,1970
20,25
7937,892
20,25
33027,159
18410,238
4594,410
74,299
836,725
8485,7687
346,585
6477,1214
346,585
862,592
346,585
27131,2824
114,343
408,2215
132,82
149,1529
7833,7836
1466,203
782,255
91,310
17,42
862,592
481,473
481,473
15347,2006
1561,1187
1314,474
38,290
5064,3730
3067,4276
3067,4276
447,924
70829,3120
11865,10000
349,512
11496,3980
349,512
3815,346
490,98
2641,2970
5002,1166
28734,18643
217,364
1690,1378
13786,1955
13786,1955
55949,14181
289,245
1954,1155
190,340
249559,954
386,315
3401,379
6,184
5002,1166
345,584
3083,1361
930,906
1429,400
3136,994
723,985
50,23
345,584
1315,500
149,324
686,147
60,182
77,1243
256,292
1649,215
1315,500
267,1
143,112
1289,348
829,2306
6255,455
6255,455
840,325
3821,3213
28735,18643
2330,2530
289,245
830,811
475,587
1144,1021
61986,2182
70,422
324,52
1458,533
870,931
61,41
21662,1238
70826,3120
3626,743
2175,667
4053,303
624,337
192,123
336,2234
1,33
1646,1310
119,335
384,923
17344,557
2175,667
412,918
10916,357
70,173
70,173
9,29
472,175
523,1225
17,58
1238,629
1651,293
310,1426
310,1426
299,2055
7541,367
163,413
1,14
133,87
2077,1514
1451,4047
1047,670
19863,437
216,153
9336,126
349,455
29641,7485
1046,2175
290,661
905,494
12,37
12,37
83973,13195
3368,574
1683,737
6312,3489
21,139
3294,2812
4392,926
1251,1379
2267,104
12,37
160,281
2982,458
290,395
110,188
10114,999
2814,818
1094,477
407,409
363,2070
16750,8136
16750,8136
7980,263
324,423
29383,2487
162,412
5846,6343
1043,2824
1043,2824
1043,2824
103256,103
29383,2487
345,582
3812,346
1016,284
51,53
29383,2487
3812,346
24,88
5719,700
3401,379
1843,1013
44,413
1953,1155
29383,2487
404,465
2116,1795
11437,1442
566,999
29383,2487
310,654
40274,1785
461,2115
35,32
1764,249
20678,7422
3031,233
30554,8929
224,103
7937,891
4889,2777
136621,912
622,226
1530,543
355,211
901,1253
1094,668
926,1058
189,389
362,370
1953,1155
421,417
1238,629
1859,1556
27,207
362,370
228,362
32374,1407
477,709
139,345
1048,670
12175,1208
2197,499
125,182
56,116
147024,486
532,148
1221,3979
253,79
306,637
899,441
762,222
269,443
856,35
93,212
93,212
830,811
619,276
202,551
262,2051
194,64
26910,772
3083,1361
434,296
28,62
119,281
326,1073
183,166
28733,18643
344,297
3671,597
77,208
33,66
78,88
1204,1946
501,788
29769,8295
1300,238
10895,687
487,252
339,179
1530,543
324,423
1222,3979
1564,139
362,370
2548,4009
5352,4915
289,329
1432,451
289,329
762,472
5198,754
362,370
144,429
101,507
5545,3776
6452,793
1852,1597
41425,701
29380,2487
1300,2754
29380,2487
548,671
348,512
30503,1159
63555,1760
62,51
331,377
55,301
10895,687
118,495
84479,83
176,239
1353,1232
32623,520
10895,687
69960,336
1147,226
10027,446
576,935
13690,2312
171,472
2174,667
1426,686
1530,543
1530,543
4315,5002
345,518
4281,1834
1101,481
23336,816
7781,6709
354,466
362,370
362,370
283,250
229,44
159,205
865,1696
112,459
2360,1920
4315,5002
375,603
385,687
1284,770
35906,2307
103,354
4281,1834
3340,410
113605,733
717,1225
469,863
881,1343
2237,1339
770,303
33972,4032
33261,843
725,664
286,124
228,318
7141,6337
7141,6337
5352,4915
412,660
17342,557
1052,351
245,611
14530,5457
1531,328
535,889
1925,3026
223,303
19686,2171
7,69
582,438
202,849
5179,960
1271,1282
739,1175
133,292
4116,2056
133,292
6303,2948
362,370
362,370
112,324
1439,2235
348,632
180,455
1268,121
1648,214
1648,214
3462,825
1530,543
426,343
146990,486
8995,1403
366,1039
5771,824
477,709
1274,920
125,182
9654,2679
2374,1243
333,301
4394,922
195,424
80816,971
352,212
2590026,371
60,161
359,344
568,741
125,182
483,814
1729,202
2075,1329
1401,857
315,115
702,395
2515,446
13428,980
5275,1202
325,856
26,153
128,368
16938,3445
859,422
348,512
348,512
229,44
92,212
37015,6736
2555,365
605,1946
931,929
4584,4812
289,329
452,2142
289,329
2306,1349
1336,950
86,286
836,725
33,284
13385,938
1660,2954
830,811
55,575
691,519
23,80
69,684
999,1509
999,1509
1273,2535
1385,1265
3316,1194
52,133
13217,346
245,462
554,572
26788,2238
7781,6709
6072,899
6612,4190
90,635
384,568
2555,365
125,180
125,180
12,38
12476,2518
5,17
409,544
915,423
817,965
134,182
614,678
950,950
1639,1398
3261,2562
1200,3073
1639,1398
341,531
14763,3073
429,1850
576,2806
1295,1064
430,1102
284,217
624,505
160,164
1734,5001
1734,5001
116,40
1647,1813
3228,3059
3228,3059
3228,3059
5463,4413
302756,946
49,421
6045,1526
2,61
432,691
148,138
28730,18642
412,1134
1728,402
563,350
727,185
1449,1025
195,79
191,124
26,99
656,1563
111,356
225,206
29,100
950,1223
246,716
830,811
253,433
416,736
107,463
175,505
350,316
6756,780
502,407
7781,6709
28,63
1637,1396
2352,1314
1203,1774
1637,1396
1002,305
448,460
471,777
114969,1503
78,55
892,717
1456,1918
2077,1512
27340,811
27340,811
37474,1016
27337,811
2096,2596
1811,1940
11955,653
33,52
10764,2524
28728,18642
1172,687
662,1752
27337,811
28728,18642
132,284
600,652
3066,2751
3083,1360
352,824
7781,6709
683,542
5176,959
5176,959
8607,770
968,62
120,431
120,431
865,1696
1337,3885
14128,14534
797,2135
44669,494
416,736
383,297
5176,959
24,222
383,297
1109,60
5176,959
4688,1638
126,169
1878,3807
5176,959
476,709
150,146
5274,1202
119,295
5176,959
150,146
12475,2518
78,75
2195,268
1764,118
692,986
1758,655
112,615
17340,556
533,870
832,1946
9477,2516
775,286
11529,2216
11529,2216
1758,888
119,295
372,251
84,23
431,1622
140,255
122,344
4058,1566
1840,1242
948,1229
1036,683
2058,954
2011,434
2486,2944
3404,4746
118,170
40233,1331
2143,1750
1170,1564
792,395
3700,3598
950,745
848,138
848,138
830,811
180,103
445,756
350,316
85,275
35906,2307
35906,2307
561,349
20179,437
253,848
253,848
1074,1500
88,27
422,1626
1942,1082
17338,556
307,1419
481,730
124,260
108,119
2795,3545
3136,3271
4654,526
803,468
150,381
610,1357
59,198
8170,4564
11436,1442
780,220
1832,1156
28725,18642
1729,404
1729,404
54,179
385,690
616,970
251,365
28725,18642
438,1274
10036,4544
89,84
3510,2312
20,40
248,710
753,1083
613,1014
106,161
106,161
758,1592
758,1592
72,568
157,445
836,725
69,295
198,1134
422,95
384,1302
28725,18642
262,611
28725,18642
86,184
1391,3589
22,157
2593,83
882,1343
1102,1248
28725,18642
2209,5002
209,601
209,601
178,262
3016,1383
124,453
8579,3441
8579,3441
877,375
275,560
1240,2317
264,113
1334,950
335,1018
335,1018
105,60
1107,1041
37,86
341,997
873,986
76,414
977,225
173,426
403,215
85,408
251,289
117,322
920,1200
3670,593
3670,593
162,319
403,214
247,767
293,218
1516,1194
1635,83
341,997
6043,1526
246,516
261,514
3567,5000
140,209
766,947
3692,475
493,1666
8803,2753
330,687
4515,5002
766,2108
701,1381
107,180
9126,4173
9323,126
28722,18641
17,156
36,377
191,407
493,801
96,374
82,578
556,441
378,335
1607,354
839,332
154,224
154,224
832,544
357,1011
1161,146
7736,6021
1001,424
115,492
422,1146
69,126
422,1146
52,41
2625,1031
1143,1018
171,324
2329,2529
95,281
1455,533
1252,2702
145,276
50,255
164,530
922,480
2147,1390
2147,1390
2147,1390
87,196
29777,8295
2172,667
528,1102
7885,1646
10128,1955
165,123
5773,925
5773,925
479,237
10906,357
365,599
508,321
166,366
470,175
3668,1571
10452,2448
879,1176
123,26
1105,1148
422,1088
344,231
128,309
344,95
232,266
4130,1307
42,118
124,88
216,1771
1842,988
1309,195
157,379
313,192
265,329
1,1
394,458
348,115
216,642
202,365
2719,4977
48,54
463,489
370438,295
125,480
125,480
95,178
1309,404
13847,2262
167,457
172,138
373,499
69947,336
51,258
1450,906
6337,285
710,699
252,709
177,366
495,264
370,398
1067,1701
447,1857
173,57
1220,1278
25,18
206,76
174069,1502
111,119
102,103
709,715
30,12
3566,5000
144,428
279,430
182,98
639,580
3326,129
138,209
220,347
120,192
163908,29
55,248
3276,3265
143,403
199,336
10826,8939
3554,1139
148,197
34,152
48,405
206,266
196,366
169,118
268,600
109,150
10778,986
207,251
192541,1257
110,77
181,277
182,389
166,173
70799,3121
128,175
70,25
164,220
186,507
281,1528
151,476
73,264
119,105
101,691
161,417
91,153
177,248
191,381
28724,18640
28724,18640
7,73
10389,180
9613,9225
2191,813
817,1380
272,736
11854,9995
62,71
304,637
55,301
275,312
88,373
371,143
84,271
128,390
424,518
344,297
1166,2489
129,362
289,329
102,660
143,112
8647,856
119,335
1412,1300
318,304
1645,1645
2072,1512
59,280
16,105
1082,1886
359,2064
292,281
125,158
341,399
528,4474
1080,805
1080,805
603,593
590906,154
8109,862
250,544
828,553
182,542
28722,18640
4506,8
433,343
324,1494
108,390
2725,1127
2637,1417
190,858
124,113
2119,1840
5339,4357
249,257
249,257
108,285
2187,1529
84,156
3663,1135
277991,94
97,90
11593,919
1648,293
1720,687
3593,819
1329,2037
465,293
465,293
914,423
1308,195
105,139
269,1350
4,15
5147,2669
306,1414
1673,616
1673,616
1673,616
1673,616
89,128
8819,5511
633,510
196,425
4092,559
319,391
87,45
148,791
165,1451
15,188
48835,5608
356,987
319,381
5789,839
7271,4999
216,629
3397,379
80807,971
348,512
7507,6927
2616,574
25379,318
25379,318
96,96
20,120
20,120
95,626
72,233
57,244
18,55
441,921
216,354
60,132
555,623
226,458
70,232
727,185
2712,3386
2161,677
713,531
194548,1345
10905,357
470,175
17,78
7800,1391
274,468
148,335
54,388
54,388
1425,3418
1377,2088
46,90
2395,553
133,314
133,314
1158,258
914,422
5376,3045
2507,205
36,53
7139,6336
28722,18640
3370,3321
12746,912
1448,1795
498,164
523,585
5315,4849
24428,295
870,570
1978,4287
164,169
100,519
3037,1071
55950,14186
1312,1257
125,203
1239,900
1546,2382
79051,892
5931,1799
512,1132
377,391
290,661
154,337
196,425
146,309
347,512
1081,805
41,23
80804,971
317,266
9064,216
125,510
1744,3358
40757,1333
921,242
3048,4999
3048,4999
58,50
7781,6709
93,217
100361,596
57,17
1154,414
76,483
20287,3698
6655,412
8368,5044
29801,3585
211,316
799,792
408,2213
252,417
269,940
492,741
9123,4152
767,2100
339,954
292,299
24,27
146,216
166,61
15753,9331
8111,6389
680,1986
48657,3959
1243,1320
1943,717
9306,126
310,480
7670,5495
37145,1110
2182,818
252,547
447,1856
89,170
19681,2171
55,155
34,22
813,113
654,1896
7385,5393
1250,1899
180,229
148,334
148,334
1178,630
31884,587
3514,123
186,569
863,1363
10,86
64,58
395853,380
146,200
2073,1512
692,643
692,643
1807,2768
260513,21211
33,186
1093,477
58,245
201,648
430,441
474,381
12,38
54,92
54,92
211,361
347,512
347,512
2616,242
138,479
622,505
192519,1256
880,3074
136,234
181,69
1870,268
219,365
16,326
634,374
11362,3028
68,205
68,205
62,133
2948,280
190,853
84,156
803,1702
2232,1338
930,906
206,257
258,168
545,1745
19,115
210,695
3845,746
461,431
190,123
107,132
267,474
1080,805
70783,3121
53,57
64,63
209,685
4136,282
1930,3025
715,615
3131,994
194,144
1921,997
11941,651
163,352
177,314
194,919
31,98
13067,1227
3108,1393
190,853
1331,523
61,91
13067,1227
3315,1194
25,237
114447,23286
119,427
177,314
362,370
71,204
241,230
1080,805
1492,1708
30,148
218,331
218,331
73,41
12,37
4359,1768
28719,18639
309,331
100,519
274,80
1295,1064
27,403
52,170
27,49
52,170
1972,713
1030,1189
152,74
12791,1291
353,233
1106,816
207,227
13705,1914
3138,3272
29,178
9766,8655
1616,174
35,85
35,85
956,1024
956,1024
9130,7232
87,51
2073,2039
876,375
1492,1708
3762,2011
1962,1929
267,1346
1251,1602
7692,848
1572,605
7271,347
1582,945
2144,1798
711,1969
1141,1019
3277,3266
415,1410
32,102
4653,526
28718,18639
1997,966
17,126
4781,298
763,946
2257,1424
3552,1135
1271,570
4310,275
1362,1087
2608,776
4255,2851
85,891
173,316
826,288
1413,1908
2009,981
2009,981
153,296
4156,777
323,464
5044,316
3494,269
3404,4749
365,633
2878,3391
4742,358
6514,1408
283,250
402,1432
2941,1816
10028,4544
5859,1
831,544
700,697
10139,1954
105,66
8,11
3,12
14761,3080
3,12
1,1
17,82
4,7
206,180
194,190
4,15
534,1732
1331,523
375,402
1271,570
3509,1932
309,251
321,412
8,11
4,7
3,12
611,1181
3,12
17,82
1805,1742
1639,450
232,412
213,210
35909,2307
1,1
14,72
230,406
249,1006
2713,3385
2229,1169
93952,2794
6290,450
25465,6558
247,375
1226,767
7524,1352
2556,365
3404,4749
5000,944
1530,543
347,369
2026,228
27339,810
239727,607
3639,897
1460,660
5100,1591
937,478
3404,4749
28717,18639
1702,1267
552,485
1147,186
4487,1176
285,474
922,645
337,173
56,63
8983,2898
1496,690
330,324
36,86
1519,458
4057,1565
402,248
4369,1707
587,727
1429,1910
4212,3964
5166,959
370,318
2736,3836
2151,1433
1295,1064
1433,570
4,44
1474,727
122,177
937,808
269,352
33,277
4589,682
584,579
584,579
213,210
2026,228
194,190
194,190
28716,18639
28716,18639
239726,607
13594,9158
452,235
106569,8747
9,36
285,343
1290,1557
1913,1885
3809,4227
98,220
446,898
315,802
1794,211
169,279
115,331
440,960
18034,2650
9400,7598
9400,7598
49,216
88,86
182,541
539,1197
2374,2547
1110,1360
1712,247
75,260
207,594
2725,1623
1685,1099
1977,262
20,40
20,40
20,40
731,1422
12,75
12,75
32,66
146,292
609,112
3187,3063
818,483
28717,18639
762,893
3568,4999
834,244
303,1998
303,1998
8338,3036
28716,18638
3315,1194
241,230
668,249
296,671
1579,2411
296,671
100,179
100,179
231,331
64,335
50,128
259,705
36,673
288,1157
29,50
188,308
734,208
259,705
445,1761
686,643
20,97
37,194
13,133
13,133
846,1468
82,457
1310,404
146,731
9,44
3601,2335
7737,6020
192,399
1914,680
3397,1763
779,757
11119,8750
11119,8750
306,348
3017,1383
194,79
911,1201
591,429
4,16
1221,3910
193,658
261,86
64,335
112,603
51,64
1599,2235
1027,5002
2978,1231
138,479
57,17
57,17
148,232
28715,18636
537,331
953,1903
490,249
1362,3215
17,156
149,340
1035,799
176,95
1500,531
356,1312
135,292
135,292
18,70
412,969
69943,336
570,1819
8903,403
1317,500
1043,1266
53,403
16,128
5135,908
4607,4883
4607,4883
2148,597
262,136
100289,596
276,357
1801,2768
276,357
351,916
68,84
2048,3938
4420,4993
421,355
3011,3618
2503,3723
3017,767
1109,1827
39,28
28716,18636
2456,914
681,1738
4,5
4199,4303
4,20
261,677
797,824
4,15
4,15
2493,541
7,233
1250,976
57,96
80,717
4035,629
5123,1941
77,110
8069,3660
1367,785
56,159
80,717
12,31
210,221
333,532
105,394
750,252
326,253
14,85
16,45
33,70
338,628
87,292
1271,2096
1,1
571,675
56,290
100,378
502,1014
1990,2488
877,692
526,673
23,95
28713,18636
117,322
5173,2719
690,769
254,83
4,14
2990,2687
2990,2687
37,102
12297,968
1848,683
21981,3356
1455,703
1385,502
1760,1438
222,256
71,100
71,100
45,455
835,1632
2706,5003
148,791
435,445
291,312
468,550
8,70
32094,1145
401,1032
34,29
186,406
1010,2426
60139,1006
859,422
316,802
3872,4173
524,490
1414,3739
2390,2201
57,174
2821,1014
31872,587
10902,357
15,32
7667,5495
3082,1359
437,523
332,633
332,633
439,1058
286,274
396,1
1866,1387
266,1186
70746,3120
460,356
104,499
7,233
1192,3747
881,3072
23,63
5496,1278
22,43
1228,1646
2618,4978
465,524
316,802
179,181
3439,2701
327,485
8579,3440
521,212
2954,1021
15,71
1215,2068
7638,1096
2954,1021
1892,544
190,576
469,300
50,69
11710,650
6158,906
175,311
357,562
100,301
100,301
617,263
14,102
609,202
94,67
1035,799
14,102
28712,18636
104,211
3416,870
918,254
433,1143
433,1143
14,314
2977,1230
193,658
422,1146
841,920
455,149
102,351
29782,8293
1904,126
603,1945
25089,2339
64,200
520,634
258,976
1317,500
24,27
123,1975
565,13
869,403
14,246
727,1485
10136,1954
145,121
14,314
265,452
2171,667
220,969
771,560
1605,121
1002,432
1002,432
23,351
370,723
119,333
352,233
429,1015
261,2022
34594,4779
1318,1164
7272,5048
1220,3857
1161,2313
16606,14880
16606,14880
8053,398
20,73
16606,14880
142,84
193,196
530,866
132,173
2,52
399,908
29347,2486
912,1496
10789,4668
76,1441
522,240
1143,262
320,387
446,362
1445,1689
3367,574
265,939
189,1205
4715,2365
1595,589
439,920
1502,3050
9742,549
46,60
70738,3120
7833,7836
21,567
1,25
635,451
177,319
2654,2499
5616,1343
2366,1899
4746,3670
1861,1735
337,405
396,226
5,53
220,969
220,969
36,297
821,839
780,348
3977,547
256,185
833,993
180,504
876,3692
530,866
876,3692
8153,4140
1038,754
139664,779
14483,1668
14483,1668
6453,792
4512,587
20482,1701
2777,833
3515,599
352,233
1308,195
1968,1652
17,499
70738,3120
1719,1571
2327,1857
54,680
54,680
3090,355
5547,949
5547,949
108,239
337,405
252,547
334,263
413,617
635,451
302,1415
346,605
32,191
211,1617
230,675
1912,915
2452,1906
3514,599
146,309
14484,1668
1590,260
170,201
44,39
799,1970
1141,267
1011,366
135,255
10141,1954
473,441
449,763
1590,1792
4939,200
5866,952
903,493
21140,3352
903,493
1147,387
1194,5001
364,583
573,1561
258,203
8362,5041
122,195
98,141
84482,83
28714,18634
184,454
109,315
383,663
341,728
771,1684
927,198
2877,3390
215,2122
3093,1372
96,513
125,108
2357,867
3537,1235
1624,1635
874,2676
123,152
323,464
192,211
100003,974
3229,53
225,229
4543,4428
5648,1545
1105,1425
5648,1545
1533,294
1179,1123
458,356
24,32
188,308
1968,828
3784,346
21851,4355
787,516
16606,14881
2352,1313
46,38
16606,14881
1596,1365
3229,1968
16606,14881
730,1422
16606,14881
3744,967
419,735
120,497
605,75
2630,2997
28714,18634
162,204
1190,2317
130,648
9091,817
19839,436
16606,14881
130,247
1669,654
353,211
6231,3969
143,264
19676,2167
28714,18634
30,48
1140,263
4879,391
3241,256
860,422
1102,2876
10089,1214
2160,582
1045,2094
531,195
1338,519
555,1526
555,1526
821,405
93,190
240,133
240,133
154,1023
262,270
883,1854
780,1041
8576,3439
8576,3439
361,199
62,275
345,512
384,356
361,199
533,870
1416,343
293,331
558,3330
201,551
3634,2366
17,87
193,1536
504,1508
59,69
1294,2097
2154,1432
446,756
345,512
78,215
14253,546
28714,18633
759,774
3699,3593
3699,3593
257,185
2148,597
2759,18
28714,18633
533,870
2922,2876
64,365
4175,2437
44,145
214862,1406
591,120
302,1412
16,29
120,514
3030,1742
460,417
120,1008
3742,4200
632,729
602,1945
3874,4174
76,413
139,270
13275,6635
2541,1000
139,270
45,637
1262,1353
266,1344
1560,704
148,437
656,294
120,1008
508,330
1270,570
374,1332
48,61
142,1155
136,325
1142,1408
113179,466
1996,565
2219,684
609,112
44,102
2369,695
840,254
299,452
27217,399
1942,1082
208,180
3811,4225
3811,4225
799,589
